ID,Date,HomeTeam,AwayTeam,FTR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,WHH,WHD,WHA,VCH,VCD,VCA
926,4/6/2014,Fiorentina,Udinese,H,1.65,3.75,5.25,1.65,3.7,5.25,1.7,3.6,4.7,1.7,3.6,5,1.73,3.3,5.5,1.73,3.75,5.5
927,4/6/2014,Lazio,Sampdoria,H,1.75,3.5,4.75,1.75,3.4,5,1.8,3.5,4.2,1.72,3.75,5,1.8,3.3,5,1.8,3.6,5.25
928,4/6/2014,Parma,Napoli,H,3,3.25,2.38,3.1,3.3,2.3,2.9,3.3,2.3,3.1,3.3,2.3,3.1,3.1,2.4,3.2,3.3,2.4
929,4/7/2014,Genoa,Milan,A,3.8,3.3,2,3.8,3.3,2,3.3,3.3,2.1,3.5,3.3,2.1,3.8,3.1,2.1,4,3.3,2.1
930,4/7/2014,Juventus,Livorno,H,1.14,7.5,17,1.15,7.25,17,1.15,7,15,1.16,7,15,1.17,7,17,1.18,8,19
931,4/12/2014,Roma,Atalanta,H,1.33,4.75,10,1.35,4.6,9,1.3,5,9,1.33,5,10,1.36,4.33,10,1.36,5,11
932,4/12/2014,Sassuolo,Cagliari,D,2.5,3.1,2.9,2.35,3.1,3.1,2.3,3.2,3,2.4,3.1,3.1,2.5,3,3,2.5,3.12,3.2
933,4/13/2014,Bologna,Parma,D,3.1,3.3,2.3,3.2,3.2,2.25,2.85,3.2,2.4,3.2,3.2,2.3,3.1,3.1,2.4,3.5,3.1,2.4
934,4/13/2014,Livorno,Chievo,A,2.3,3.1,3.2,2.3,3.1,3.2,2.2,3.2,3.2,2.37,3.1,3.25,2.5,3,3,2.5,3.1,3.4
935,4/13/2014,Napoli,Lazio,H,1.62,4,5.25,1.62,3.7,5.5,1.65,3.6,5.1,1.61,3.8,5.5,1.62,3.6,6,1.62,3.9,6.5
936,4/13/2014,Sampdoria,Inter,A,3.2,3.3,2.25,3.1,3.25,2.25,2.85,3.2,2.4,3.1,3.3,2.3,3.2,3.2,2.3,3.3,3.3,2.38
937,4/13/2014,Torino,Genoa,H,1.83,3.4,4.5,1.75,3.3,5.1,1.8,3.5,4.2,1.8,3.5,4.5,1.85,3.3,4.5,1.8,3.5,5
938,4/13/2014,Verona,Fiorentina,A,3.2,3.3,2.25,3.2,3.2,2.25,3,3.2,2.3,3.2,3.3,2.25,3.2,3.2,2.3,3.4,3.3,2.3
939,4/13/2014,Milan,Catania,H,1.33,5.25,8,1.33,4.75,9,1.35,4.8,7.6,1.4,4.5,8,1.4,4.2,9,1.36,5,11
940,4/14/2014,Udinese,Juventus,A,5.5,3.8,1.62,6,3.75,1.57,5.6,3.75,1.57,6,3.75,1.6,6,3.6,1.62,6.5,3.8,1.65
941,4/19/2014,Atalanta,Verona,A,2.05,3.1,4,2,3.1,4.05,2,3,3.9,2.05,3.2,3.6,2.1,3,4,2.05,3.25,4.2
942,4/19/2014,Catania,Sampdoria,H,2.2,3.4,3.2,2.25,3.3,3.1,2.2,3.3,3.1,2.3,3.3,3.1,2.25,3.3,3.2,2.25,3.3,3.7
943,4/19/2014,Chievo,Sassuolo,A,2,3.3,3.75,1.95,3.3,3.9,1.85,3.45,4,2,3.3,3.75,2,3.3,3.75,2.1,3.3,4.1
944,4/19/2014,Fiorentina,Roma,A,3.1,3.4,2.25,2.95,3.4,2.3,3,3.2,2.3,3.1,3.4,2.25,3.1,3.3,2.3,3.2,3.4,2.4
945,4/19/2014,Genoa,Cagliari,A,2.2,3.1,3.5,2.25,2.95,3.5,2.1,2.8,3.8,2.2,3.1,3.5,2.2,3.1,3.5,2.3,3.1,3.7
946,4/19/2014,Juventus,Bologna,H,1.17,7,15,1.15,7,17,1.17,6.5,14,1.18,6.5,15,1.17,7,15,1.18,7,19
947,4/19/2014,Lazio,Torino,D,1.8,3.3,4.75,1.87,3.2,4.5,1.85,3.45,4,1.8,3.4,4.5,1.8,3.3,5,1.91,3.4,4.8
948,4/19/2014,Milan,Livorno,H,1.25,5.5,12,1.3,5,10,1.22,5.5,12,1.33,5,9,1.3,5,10,1.29,5.75,13
949,4/19/2014,Parma,Inter,A,2.4,3.3,2.88,2.55,3.4,2.6,2.5,3.2,2.75,2.5,3.3,2.75,2.5,3.3,2.75,2.62,3.4,2.9
950,4/19/2014,Udinese,Napoli,D,3.5,3.5,2.05,3.6,3.3,2.05,4,3.3,1.9,3.75,3.4,2,3.75,3.3,2,3.75,3.4,2.15
951,4/25/2014,Roma,Milan,H,1.8,3.75,4.2,1.75,3.65,4.5,1.9,3.45,3.8,1.8,3.6,4.5,1.8,3.5,4.5,1.85,3.75,4.6
952,4/26/2014,Bologna,Fiorentina,A,3.4,3.4,2.1,3.3,3.2,2.2,3.2,3.2,2.2,3.3,3.25,2.2,3.5,3,2.25,3.75,3.25,2.2
953,4/26/2014,Inter,Napoli,D,2.25,3.4,3.1,2.2,3.4,3.1,2.2,3.3,3.1,2.2,3.4,3.2,2.3,3.2,3.2,2.3,3.4,3.4
954,4/27/2014,Atalanta,Genoa,D,2.2,3.25,3.3,2.15,3.1,3.5,2.2,3.1,3.3,2.1,3.4,3.4,2.2,3.1,3.5,2.2,3.3,3.7
955,4/27/2014,Cagliari,Parma,H,3,3.25,2.38,3,3.2,2.35,2.9,3.3,2.3,3.1,3.25,2.3,3.2,3.2,2.3,3.3,3.25,2.4
956,4/27/2014,Livorno,Lazio,A,3.1,3.4,2.25,3.1,3.4,2.2,3.3,3.3,2.1,3.1,3.4,2.25,3.3,3.25,2.25,3.3,3.4,2.3
957,4/27/2014,Sampdoria,Chievo,H,2.4,3.1,3.1,2.35,3,3.2,2.3,2.9,3.3,2.25,3.2,3.25,2.5,3,3,2.5,3.1,3.3
958,4/27/2014,Torino,Udinese,H,1.91,3.25,4.33,1.83,3.4,4.4,1.85,3.45,4,1.9,3.4,4,1.85,3.3,4.5,1.92,3.4,4.6
959,4/27/2014,Verona,Catania,H,2.2,3.5,3.1,2.2,3.4,3.1,2.3,3.3,2.9,2.1,3.5,3.3,2.3,3.3,3.1,2.25,3.5,3.4
960,4/28/2014,Sassuolo,Juventus,A,7,4.75,1.4,7.5,4.7,1.38,7,4,1.45,9,5,1.33,8,4,1.44,9,4.6,1.44
961,5/4/2014,Catania,Roma,H,6.5,4.5,1.44,7,4.75,1.4,8,5,1.33,7.5,4.5,1.4,8,4,1.44,8,4.75,1.44
962,5/4/2014,Chievo,Torino,A,2.75,3.2,2.6,2.75,3.2,2.55,2.6,3.2,2.6,2.62,3.25,2.62,2.9,3,2.62,2.9,3.2,2.7
963,5/4/2014,Genoa,Bologna,D,2.5,3.2,2.88,2.5,3.2,2.8,2.6,3.2,2.6,2.5,3.25,2.8,2.5,3.2,2.88,2.62,3.2,3
964,5/4/2014,Parma,Sampdoria,H,1.5,3.75,7.5,1.57,3.75,6,1.65,3.7,4.9,1.6,3.8,5.5,1.6,3.6,6,1.57,4,7
965,5/4/2014,Udinese,Livorno,H,1.83,3.6,4.2,1.85,3.7,3.9,1.9,3.5,3.7,1.8,3.6,4.33,1.91,3.3,4.2,1.87,3.6,4.6
966,5/4/2014,Milan,Inter,H,2.4,3.4,2.8,2.45,3.4,2.75,2.6,3.2,2.6,2.37,3.4,2.87,2.62,3.1,2.8,2.5,3.4,3
967,5/5/2014,Juventus,Atalanta,H,1.17,7,15,1.15,7,17,1.12,8,16,1.18,7,13,1.2,5.5,19,1.18,7,21
968,5/5/2014,Lazio,Verona,D,1.62,4,5.25,1.65,3.7,5.25,1.75,3.5,4.5,1.7,3.75,4.8,1.7,3.6,5,1.67,4,5.5
969,5/6/2014,Fiorentina,Sassuolo,A,1.65,4,4.75,1.62,3.9,5.1,1.65,4,4.5,1.61,4,5,1.67,3.8,5,1.75,3.9,5
970,5/6/2014,Napoli,Cagliari,H,1.44,4.33,7,1.47,4.25,6.5,1.45,4,7,1.4,4.8,7,1.44,4.5,7,1.5,4.4,7.5
971,5/10/2014,Inter,Lazio,H,1.73,3.75,4.5,1.72,3.75,4.5,1.75,3.5,4.5,1.8,3.5,4.5,1.75,3.4,5,1.8,3.8,5
972,5/10/2014,Verona,Udinese,D,2.2,3.5,3.1,2.05,3.4,3.5,2,3.4,3.5,2.1,3.5,3.3,2.2,3.3,3.3,2.2,3.5,3.4
973,5/11/2014,Atalanta,Milan,H,5.5,3.8,1.62,5.75,4,1.55,5,3.6,1.65,5,3.75,1.66,6.5,3.5,1.62,6,3.9,1.67
974,5/11/2014,Bologna,Catania,A,2,3.5,3.6,1.95,3.5,3.7,2,3.3,3.6,2.05,3.3,3.6,2.05,3.2,3.8,2.05,3.5,4
975,5/11/2014,Cagliari,Chievo,A,3.6,3.25,2.1,3.75,3.3,2,3.6,3.3,2,3.5,3.2,2.15,3.6,3.4,2.05,3.8,3.3,2.15
976,5/11/2014,Livorno,Fiorentina,A,4.33,3.6,1.8,4.2,3.85,1.75,3.6,3.6,1.9,4.33,3.6,1.8,4.33,3.4,1.85,4.5,3.75,1.83
977,5/11/2014,Roma,Juventus,A,2.4,3.4,2.8,2.4,3.4,2.8,2.3,3.4,2.8,2.5,3.4,2.7,2.5,3.2,2.8,2.45,3.4,3.1
978,5/11/2014,Sampdoria,Napoli,A,3.3,3.4,2.15,3.35,3.4,2.1,2.9,3.3,2.3,3.2,3.4,2.2,3.3,3.3,2.2,3.6,3.4,2.2
979,5/11/2014,Sassuolo,Genoa,H,1.53,3.8,6.5,1.45,4.25,6.9,1.5,4,6,1.53,4,6,1.53,3.75,7,1.55,4,7
980,5/11/2014,Torino,Parma,D,2.1,3.5,3.3,2.05,3.5,3.4,2.1,3.3,3.3,2.1,3.3,3.5,2.05,3.6,3.4,2.1,3.5,3.75
981,5/17/2014,Udinese,Sampdoria,D,1.73,3.8,4.5,1.72,3.75,4.5,1.7,3.7,4.5,1.8,3.75,4.2,1.75,4,4.2,1.75,4,4.75
982,5/18/2014,Catania,Atalanta,H,2.25,3.4,3.1,2.15,3.5,3.15,2.3,3.3,2.9,2.3,3.4,3,2.15,3.6,3.2,2.2,3.6,3.5
983,5/18/2014,Chievo,Inter,H,4,3.3,1.95,3.9,3.5,1.9,3.3,3.3,2.1,3.75,3.5,1.95,4,3.4,1.95,4.2,3.5,1.95
984,5/18/2014,Fiorentina,Torino,D,3.6,3.6,1.95,3.65,3.9,1.85,3.4,3.9,1.85,3.5,3.75,1.95,3.75,4,1.85,3.9,3.9,1.95
985,5/18/2014,Genoa,Roma,H,4.5,3.8,1.73,4.6,3.8,1.7,4,3.6,1.8,4.2,3.75,1.8,4.33,4,1.73,5,4,1.75
986,5/18/2014,Juventus,Cagliari,H,1.22,6.5,11,1.22,6.25,11.5,1.15,7,15,1.2,6.5,13,1.25,6,11,1.22,6.5,18
987,5/18/2014,Lazio,Bologna,H,1.44,4.33,7,1.42,4.5,7,1.5,4,6.1,1.44,4.33,7,1.5,4.4,6,1.5,4.4,7.5
988,5/18/2014,Milan,Sassuolo,H,1.29,5.75,9,1.25,6,10,1.25,6,9,1.25,6,10,1.29,5.5,10,1.29,6,12
989,5/18/2014,Napoli,Verona,H,1.44,4.5,6.5,1.42,4.75,6.5,1.5,4,6.1,1.45,4.75,6,1.5,4.75,5.5,1.45,4.75,7.5
990,5/18/2014,Parma,Livorno,H,1.22,6,12,1.2,6.5,12,1.2,6.5,11,1.22,6,12,1.22,6.5,11,1.22,6.5,15
991,8/30/2008,Sampdoria,Inter,D,4.33,3.2,1.91,4.5,3.15,1.8,4.2,3,1.85,4,2.88,1.91,3.75,3,1.91,4,3.1,1.85
992,8/30/2008,Udinese,Palermo,H,2.1,3.1,3.8,2.1,3,3.4,2,3,3.6,1.91,3,3.75,2.05,2.88,3.5,2,3,3.5
993,8/31/2008,Atalanta,Siena,H,2.05,3.1,4,2,2.9,3.85,1.85,3.1,4,1.83,2.88,4.33,1.95,2.88,3.8,2,3,3.5
994,8/31/2008,Cagliari,Lazio,A,3,3,2.5,2.6,2.95,2.65,2.6,2.9,2.7,2.7,2.75,2.6,2.62,2.9,2.5,3,2.8,2.4
995,8/31/2008,Catania,Genoa,H,2.4,3,3.2,2.2,2.9,3.35,2.3,2.9,3,2.3,2.8,3,2.25,2.88,3,2.3,3,3
996,8/31/2008,Chievo,Reggina,H,2.15,3,3.75,2.1,2.9,3.6,2.1,2.9,3.4,2.1,3,3.2,2.05,2.88,3.5,2,3,3.5
997,8/31/2008,Fiorentina,Juventus,D,2.75,3,2.75,2.6,2.9,2.65,2.55,3.1,2.55,2.6,2.8,2.6,2.6,2.8,2.6,2.6,3,2.6
998,8/31/2008,Milan,Bologna,A,1.3,4.75,12,1.22,4.95,12.7,1.3,4.4,8.5,1.3,4.2,9,1.3,4.2,8.5,1.3,4.35,9.5
999,8/31/2008,Roma,Napoli,D,1.57,3.6,6.5,1.46,3.5,7.5,1.5,3.5,6.3,1.5,3.3,6.5,1.53,3.3,6,1.5,3.4,6.5
1000,8/31/2008,Torino,Lecce,H,1.8,3.1,5.25,1.8,3,4.7,1.85,3,4.2,1.8,3,4.33,1.8,3,4.2,1.75,3.2,4.5
1001,9/13/2008,Inter,Catania,H,1.25,5,15,1.18,5.25,17,1.22,4.8,11,1.2,5,11,1.22,4.8,10,1.22,5,10.5
1002,9/13/2008,Palermo,Roma,H,3.5,3.1,2.2,3.6,3.05,2.07,3.3,3,2.1,3.75,3,1.91,3.3,2.88,2.1,3,3.1,2.25
1003,9/14/2008,Bologna,Atalanta,A,2.2,3,3.6,2.27,2.85,3.3,2.2,2.8,3.3,2.2,3,3,2.2,2.8,3.2,2.2,2.9,3.2
1004,9/14/2008,Genoa,Milan,H,4.5,3.1,1.91,4.75,3.3,1.7,4,3.2,1.8,3.75,3,1.91,4.2,3,1.8,3.75,3.25,1.85
1005,9/14/2008,Juventus,Udinese,H,1.53,3.75,7,1.45,3.65,8,1.5,3.5,6.3,1.44,3.6,6.5,1.44,3.6,6.5,1.45,3.6,7
1006,9/14/2008,Lazio,Sampdoria,H,2.2,3,3.6,2.3,2.8,3.25,2.1,2.9,3.4,2.2,2.8,3.2,2.2,2.88,3.1,2.1,2.9,3.4
1007,9/14/2008,Lecce,Chievo,H,2.38,3,3.2,2.25,2.75,3.4,2.3,2.9,3,2.25,2.88,3,2.3,2.9,2.9,2.25,2.9,3.1
1008,9/14/2008,Napoli,Fiorentina,H,2.6,3,2.88,2.35,2.9,3,2.4,2.9,2.9,2.4,2.88,2.8,2.5,2.9,2.62,2.4,2.9,2.9
1009,9/14/2008,Reggina,Torino,D,2.5,3,3,2.5,2.85,2.9,2.4,2.9,2.9,2.25,2.88,3,2.38,2.88,2.8,2.25,2.9,3.1
1010,9/14/2008,Siena,Cagliari,H,1.91,3.1,4.5,1.95,2.9,4.2,2,2.9,3.7,2,3,3.5,1.91,3,3.75,1.9,3,4
1011,9/20/2008,Catania,Atalanta,H,2.35,2.9,3.4,2.4,2.85,3,2.3,2.9,3,2.25,3,2.88,2.25,2.88,3,2.25,2.9,3.2
1012,9/20/2008,Roma,Reggina,H,1.33,4.75,10,1.3,4.35,10,1.25,4.6,10.5,1.36,3.6,9,1.3,4,9.5,1.3,4.5,8.5
1013,9/21/2008,Cagliari,Juventus,A,6.25,3.5,1.62,5.5,3.45,1.6,4.7,3.4,1.65,5.5,3.2,1.62,5.5,3.3,1.57,5,3.3,1.6
1014,9/21/2008,Fiorentina,Bologna,H,1.53,3.6,7.5,1.43,3.75,7.25,1.5,3.5,6.3,1.44,3.6,6.5,1.44,3.5,7,1.5,3.5,6
1015,9/21/2008,Lecce,Siena,D,2.25,2.88,3.6,2.25,2.9,3.2,2.2,2.9,3.2,2.2,3,3,2.1,2.88,3.3,2.1,3,3.25
1016,9/21/2008,Milan,Lazio,H,1.73,3.3,5.5,1.6,3.4,5.5,1.6,3.5,5,1.73,3.2,4.5,1.67,3.2,4.8,1.7,3.2,5
1017,9/21/2008,Palermo,Genoa,H,2.1,3.1,3.8,1.87,3.1,4.25,2,3,3.6,1.91,3,3.75,1.95,3,3.6,1.9,3.1,3.75
1018,9/21/2008,Sampdoria,Chievo,D,1.62,3.5,6.25,1.55,3.35,6,1.55,3.5,5.5,1.57,3.25,5.5,1.53,3.3,6,1.6,3.25,5.5
1019,9/21/2008,Torino,Inter,A,5.75,3.4,1.67,5.5,3.4,1.6,4.7,3.4,1.65,5.5,2.88,1.67,5,3.3,1.62,4.7,3.2,1.7
1020,9/21/2008,Udinese,Napoli,D,2.1,3.1,3.75,2,2.9,3.9,2,3,3.6,2,3,3.5,2.1,2.88,3.3,2.1,2.9,3.5
1021,9/24/2008,Atalanta,Cagliari,H,1.73,3.3,5.5,1.62,3.3,5.5,1.7,3.3,4.5,1.7,3.2,4.5,1.67,3.1,5,1.65,3.3,5
1022,9/24/2008,Bologna,Udinese,A,2.65,2.9,2.9,2.5,3.1,2.65,2.5,2.9,2.8,2.25,3,2.88,2.5,2.8,2.75,2.4,3,2.7
1023,9/24/2008,Chievo,Torino,D,2.25,2.9,3.6,2.3,3,3,2.3,2.9,3,2.2,3,3,2.15,2.8,3.3,2.1,3,3.25
1024,9/24/2008,Genoa,Roma,H,4.2,3,2.05,3.6,3.1,2,3.2,3.1,2.1,3.2,3,2.1,3.5,2.88,2.05,3.25,3.1,2.1
1025,9/24/2008,Inter,Lecce,H,1.17,6.5,19,1.15,6,15,1.2,5,12,1.14,6,12,1.14,5.5,15,1.14,6,15
1026,9/24/2008,Juventus,Catania,D,1.25,5.25,13,1.25,5,10,1.25,4.6,10.5,1.25,4.5,10,1.29,4,10,1.29,4.5,10
1027,9/24/2008,Lazio,Fiorentina,H,2.4,3,3.2,2.37,3.05,2.85,2.4,2.9,2.9,2.38,2.88,2.8,2.38,2.8,2.88,2.25,3,3.1
1028,9/24/2008,Napoli,Palermo,H,2.05,3.1,4,1.8,3.2,4.3,2.1,2.9,3.4,1.83,3,4,1.95,2.88,3.8,1.9,3,4
1029,9/24/2008,Reggina,Milan,A,6.5,3.6,1.57,6.45,3.55,1.5,6,3.6,1.5,5.5,3.25,1.57,6.5,3.3,1.5,5.5,3.5,1.55
1030,9/24/2008,Siena,Sampdoria,D,2.75,2.9,2.8,2.6,3.15,2.5,2.5,2.8,2.9,2.6,3,2.5,2.6,2.8,2.6,2.6,3,2.6
1031,9/27/2008,Fiorentina,Genoa,H,1.75,3.3,5.25,1.65,3.35,5,1.7,3.3,4.5,1.73,3.3,5.5,1.62,3.3,5,1.7,3.25,4.5
1032,9/27/2008,Sampdoria,Juventus,D,3.4,3,2.3,3.1,3.2,2.15,3.3,3,2.1,3.25,3,2.38,3.1,2.88,2.2,3.25,3,2.1
1033,9/28/2008,Bologna,Napoli,A,2.7,3,2.75,2.3,3,3,2.4,2.9,2.9,2.6,3,2.9,2.38,2.88,2.8,2.6,2.9,2.6
1034,9/28/2008,Catania,Chievo,H,2.05,3,4.2,1.9,3,4.2,2,2.9,3.7,2,3.2,4,1.95,3,3.6,1.9,3.1,3.75
1035,9/28/2008,Lecce,Cagliari,H,2,3,4.33,2.1,3,3.45,2,2.9,3.7,2.1,3.1,3.75,2,3,3.4,1.9,3.1,3.75
1036,9/28/2008,Milan,Inter,H,2.88,2.88,2.75,2.8,2.9,2.5,2.6,2.9,2.7,2.88,3,2.62,2.62,2.9,2.5,2.7,2.9,2.6
1037,9/28/2008,Palermo,Reggina,H,1.62,3.4,6.5,1.55,3.4,6.25,1.55,3.5,5.5,1.62,3.6,6,1.57,3.3,5.5,1.55,3.4,5.5
1038,9/28/2008,Roma,Atalanta,H,1.57,3.6,6.5,1.5,3.75,6,1.55,3.5,5.5,1.57,3.6,6.5,1.4,3.75,7,1.45,3.6,7
1039,9/28/2008,Torino,Lazio,A,2.75,3,2.7,2.6,2.9,2.7,2.6,2.9,2.7,2.75,3,2.75,2.62,2.9,2.5,2.75,2.9,2.5
1040,9/28/2008,Udinese,Siena,H,1.62,3.4,6.5,1.6,3.5,5.25,1.65,3.3,4.9,1.67,3.5,5.5,1.62,3.3,5,1.6,3.4,5
1041,10/4/2008,Inter,Bologna,H,1.22,6,13,1.2,5.5,12,1.22,4.8,11,1.2,5,11,1.17,5.5,12,1.2,5.5,11
1042,10/4/2008,Lazio,Lecce,D,1.44,4,8,1.45,3.65,7.5,1.45,3.6,7,1.44,3.5,7,1.4,3.75,7,1.45,3.6,7
1043,10/5/2008,Atalanta,Sampdoria,H,2.4,3,3.2,2.4,2.8,3.05,2.3,2.8,3.1,2.25,2.88,3,2.38,2.88,2.8,2.3,3,3
1044,10/5/2008,Cagliari,Milan,D,8,4,1.44,7,3.75,1.45,6.3,3.5,1.5,6.5,3.6,1.44,6.5,3.6,1.44,7,3.6,1.45
1045,10/5/2008,Chievo,Fiorentina,A,3.25,3,2.38,2.75,3.15,2.4,2.9,3,2.3,2.88,3,2.25,2.9,2.9,2.3,3.1,2.9,2.3
1046,10/5/2008,Genoa,Napoli,H,2.1,3.1,3.75,2.25,3,3.1,2.1,3,3.3,2.2,3,3,2.15,2.88,3.25,2.2,3.2,2.9
1047,10/5/2008,Juventus,Palermo,A,1.53,3.75,7,1.5,3.75,6,1.5,3.5,6.3,1.5,3.5,6,1.44,3.6,6.5,1.5,3.5,6.5
1048,10/5/2008,Reggina,Catania,D,2.5,2.88,3.2,2.45,3.05,2.75,2.4,2.9,2.9,2.25,3,2.88,2.38,2.88,2.8,2.35,3,2.9
1049,10/5/2008,Siena,Roma,H,4,3.2,2,4,3.2,1.85,3.4,3.1,2,3.75,3,1.91,3.3,3,2.05,3.75,3.1,1.9
1050,10/5/2008,Udinese,Torino,H,1.67,3.4,6,1.65,3.4,5,1.7,3.3,4.5,1.7,3.2,4.5,1.62,3.3,5,1.55,3.4,5.5
1051,10/18/2008,Fiorentina,Reggina,H,1.44,3.8,9,1.4,4,7.25,1.45,3.7,6.5,1.36,3.75,8,1.4,3.6,7.5,1.45,3.7,8.5
1052,10/18/2008,Napoli,Juventus,H,2.5,3,3.1,2.5,3.1,2.65,2.5,2.9,2.8,2.4,2.9,2.75,2.4,2.9,2.75,2.4,3.1,2.9
1053,10/19/2008,Bologna,Lazio,H,3.5,3.1,2.2,3.55,3.1,2,2.9,3,2.3,3,3,2.2,3.25,2.88,2.15,3.2,3.1,2.1
1054,10/19/2008,Catania,Palermo,H,2.5,3,3,2.35,2.95,3,2.5,3,2.7,2.38,2.88,2.8,2.4,2.8,2.88,2.35,2.9,2.9
1055,10/19/2008,Chievo,Atalanta,D,2.5,2.88,3.2,2.3,2.9,3.1,2.3,2.9,3,2.4,2.9,2.75,2.4,2.88,2.8,2.3,3,3
1056,10/19/2008,Genoa,Siena,H,1.83,3.1,5,1.85,3,4.4,1.85,3.1,4,1.67,3.2,5,1.8,3,4.2,1.85,3.1,4
1057,10/19/2008,Lecce,Udinese,D,3,3,2.5,2.7,3.2,2.4,2.7,3,2.5,2.6,3,2.5,2.62,2.9,2.5,2.7,3.1,2.4
1058,10/19/2008,Milan,Sampdoria,H,1.4,4,9.5,1.4,4,7.25,1.37,4,8,1.44,3.6,6.5,1.36,3.75,8,1.4,3.9,9.5
1059,10/19/2008,Roma,Inter,A,3.4,3,2.3,3.1,3,2.25,2.7,3,2.5,2.75,3,2.38,3,2.88,2.25,3.15,3.05,2.3
1060,10/19/2008,Torino,Cagliari,A,1.83,3.1,5,1.7,3.2,5,1.75,3.2,4.3,1.8,3.2,4,1.83,3,4,1.75,3.1,4.5
1061,10/25/2008,Juventus,Torino,H,1.57,3.6,7,1.5,3.6,6.5,1.55,3.5,5.5,1.57,3.25,5.5,1.53,3.3,6,1.53,3.6,6.5
1062,10/25/2008,Siena,Catania,D,2.25,2.9,3.6,2.25,2.9,3.2,2.2,2.9,3.2,2.25,2.88,3,2.2,2.8,3.2,2.2,2.9,3.3
1063,10/26/2008,Atalanta,Milan,A,4.75,3.25,1.83,4.5,3.1,1.8,4.2,3.1,1.8,4,3.2,1.8,4,3,1.83,4.35,3.2,1.85
1064,10/26/2008,Cagliari,Chievo,H,2.1,3,4,2.1,2.95,3.5,2.1,2.9,3.4,2,2.88,3.6,2.05,2.88,3.5,2.1,2.9,3.5
1065,10/26/2008,Inter,Genoa,D,1.3,5,11,1.3,4.5,9,1.25,4.6,10.5,1.25,4.5,10,1.29,4.2,9,1.3,4.5,9
1066,10/26/2008,Lazio,Napoli,A,2.1,3.1,3.75,2,3.1,3.6,2.1,3,3.3,2.1,3,3.2,2.1,2.88,3.3,2,3,3.6
1067,10/26/2008,Palermo,Fiorentina,A,2.4,3,3.2,2.35,2.8,3.15,2.5,2.9,2.8,2.3,3,2.8,2.4,2.9,2.75,2.4,3,3
1068,10/26/2008,Reggina,Lecce,H,2.2,3,3.6,2.2,2.95,3.25,2.3,2.9,3,2.2,3,3,2.2,2.8,3.2,2.1,2.9,3.5
1069,10/26/2008,Sampdoria,Bologna,H,1.7,3.3,5.75,1.7,3.2,5,1.75,3.2,4.3,1.73,3.1,4.5,1.7,3.2,4.5,1.65,3.3,4.8
1070,10/26/2008,Udinese,Roma,H,2.4,3.1,3.1,2.3,3,3,2.5,3,2.7,2.25,3,2.88,2.4,2.9,2.75,2.3,3,2.9
1071,10/29/2008,Bologna,Juventus,A,4.75,3.3,1.83,4.3,3.2,1.8,3.7,2.9,2,4,3.2,1.8,4.33,3.2,1.9,4.35,3.1,1.8
1072,10/29/2008,Catania,Udinese,A,2.6,3,2.88,2.4,3,2.85,2.4,2.8,3,2.25,3,2.88,2.7,2.9,2.9,2.5,3,2.7
1073,10/29/2008,Chievo,Lazio,A,3.25,3.1,2.3,3.1,3,2.25,2.9,3,2.3,2.75,3,2.38,3.3,2.9,2.37,3,3,2.3
1074,10/29/2008,Fiorentina,Inter,D,3.25,3.1,2.3,3.3,3.1,2.1,3,2.9,2.3,2.88,3,2.25,3.3,2.9,2.37,3.1,3,2.25
1075,10/29/2008,Genoa,Cagliari,H,1.62,3.4,5.5,1.55,3.45,6,1.7,3.2,4.7,1.67,3.2,5,1.61,3.4,6.5,1.6,3.3,5.5
1076,10/29/2008,Lecce,Palermo,D,2.62,3,2.88,2.5,2.8,2.85,2.5,2.9,2.8,2.38,2.88,2.8,2.75,2.9,2.8,2.65,2.9,2.55
1077,10/29/2008,Milan,Siena,H,1.22,6,13,1.2,5.5,12,1.25,4.6,10.5,1.22,5,10,1.25,5,15,1.25,4.5,12
1078,10/29/2008,Napoli,Reggina,H,1.44,4,9,1.4,4,7.25,1.5,3.5,6.3,1.4,3.75,7,1.44,3.9,8.5,1.45,3.6,7.5
1079,10/29/2008,Torino,Atalanta,H,2.4,3,3.2,2.25,2.9,3.2,2.2,2.9,3.2,2.25,3,2.88,2.37,2.9,3.3,2.35,2.9,3
1080,11/1/2008,Juventus,Roma,H,2.2,2.9,3.75,2,3,3.75,1.9,3.1,3.8,1.91,3.2,3.5,2,3,3.4,2.1,3,3.4
1081,11/1/2008,Reggina,Inter,A,9,4.2,1.4,8,4.2,1.35,7.5,3.7,1.4,7,3.5,1.44,8,3.75,1.36,7.5,4,1.4
1082,11/2/2008,Atalanta,Lecce,D,1.85,3.2,4.75,1.7,3.2,5,1.8,3.1,4.2,1.7,3.2,4.5,1.8,3,4.2,1.8,3.1,4.35
1083,11/2/2008,Cagliari,Bologna,H,2,2.9,4.5,2,2.95,3.8,2,3,3.6,1.83,3,4,2.1,2.88,3.3,2,3,3.5
1084,11/2/2008,Lazio,Catania,H,1.65,3.25,6.5,1.55,3.45,6,1.6,3.4,5.2,1.67,3.2,5,1.62,3.3,5,1.65,3.1,5.5
1085,11/2/2008,Milan,Napoli,H,1.62,3.6,6,1.65,3.3,5.25,1.55,3.5,5.5,1.57,3.25,5.5,1.5,3.4,6,1.6,3.25,5.5
